customer_id,gender,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,churn,source
0661-WCQNQ,Male,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,No,IBM
7537-RBWEA,Female,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,No,IBM
4656-CAURT,Male,69,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,No,IBM
0121-SNYRK,Male,50,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,No,IBM
1768-ZAIFU,Female,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,Yes,IBM
4671-LXRDQ,Male,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,Yes,IBM
3733-LSYCE,Female,15,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.35,No,IBM
6265-FRMTQ,Male,31,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,No,IBM
1934-SJVJK,Male,1,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,Yes,IBM
3838-OZURD,Male,66,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,Yes,IBM
1371-DWPAZ,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.05,No,IBM
9269-CQOOL,Male,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,Yes,IBM
2017-CCBLH,Female,8,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,No,IBM
7690-KPNCU,Male,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,No,IBM
0536-BGFMZ,Female,28,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,No,IBM
2293-IJWPS,Female,57,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,No,IBM
2845-HSJCY,Female,14,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,Yes,IBM
5469-NUJUR,Male,19,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,No,IBM
1184-PJVDB,Male,10,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,Yes,IBM
2625-TRCZQ,Female,51,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,No,IBM
4102-HLENU,Female,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.65,No,IBM
7266-GSSJX,Male,11,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,No,IBM
7722-VJRQD,Male,72,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,No,IBM
7073-QETQY,Male,66,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.35,No,IBM
9415-DPEWS,Female,18,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,Yes,IBM
5624-RYAMH,Female,9,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.5,No,IBM
0196-JTUQI,Female,9,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,No,IBM
7130-YXBRO,Male,48,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,No,IBM
9272-LSVYH,Male,10,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,No,IBM
7943-RQCHR,Female,9,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,Yes,IBM
3793-MMFUH,Female,13,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,Yes,IBM
3249-ZPQRG,Male,4,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,Yes,IBM
2568-BRGYX,Male,4,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,Yes,IBM
3084-DOWLE,Female,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,No,IBM
1084-MNSMJ,Female,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,No,IBM
7721-JXEAW,Male,59,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,Yes,IBM
7249-WBIYX,Male,10,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,Yes,IBM
4238-HFHSN,Male,61,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,No,IBM
6250-CGGUN,Male,54,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4,No,IBM
5478-JJVZK,Female,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,No,IBM
7596-IIWYC,Female,27,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.25,No,IBM
6567-HOOPW,Female,1,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,Yes,IBM
9793-WECQC,Male,23,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,No,IBM
4291-HPAXL,Male,1,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,No,IBM
8999-YPYBV,Male,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,No,IBM
1839-FBNFR,Female,39,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.85,No,IBM
3164-AALRN,Male,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,Yes,IBM
3071-MVJCD,Male,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,No,IBM
1697-BCSHV,Female,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,No,IBM
0562-KBDVM,Female,70,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,No,IBM
1131-SUEKT,Male,61,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,No,IBM
3717-OEAUQ,Male,2,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,No,IBM
4538-WNTMJ,Female,46,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,No,IBM
3334-CTHOL,Female,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,Yes,IBM
4704-ERYFC,Female,22,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,Yes,IBM
9432-RUVSL,Female,48,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,No,IBM
8060-HIWJJ,Male,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,No,IBM
7684-XSZIY,Male,72,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,No,IBM
9089-UOWJG,Female,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,No,IBM
8621-MNIHH,Female,34,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,Yes,IBM
8039-ACLPL,Female,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,No,IBM
9885-AIBVB,Male,29,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,No,IBM
1934-MKPXS,Male,33,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,No,IBM
2592-YKDIF,Female,1,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,No,IBM
2272-JKMSI,Female,62,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,No,IBM
0471-LVHGK,Male,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,Yes,IBM
9518-RWHZL,Female,64,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,Yes,IBM
8714-CTZJW,Female,4,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,No,IBM
3569-EDBPQ,Female,24,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,No,IBM
3131-NWVFJ,Female,14,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,No,IBM
7521-YXVZY,Male,3,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,No,IBM
5419-CONWX,Female,4,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,Yes,IBM
6240-EURKS,Female,18,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,Yes,IBM
2373-NTKOD,Male,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,No,IBM
1970-KKFWL,Female,35,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,No,IBM
6960-HVYXR,Female,1,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,Yes,IBM
9337-SRRNI,Male,66,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,No,IBM
0895-UADGO,Male,8,No,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,No,IBM
5678-VFNEQ,Female,71,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,No,IBM
5977-CKHON,Female,43,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,No,IBM
7024-OHCCK,Female,2,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,Yes,IBM
2692-BUCFV,Male,29,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,No,IBM
7861-UVUFT,Female,15,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,Yes,IBM
1830-GGFNM,Male,65,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,No,IBM
5302-BDJNT,Male,35,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,No,IBM
5223-UZAVK,Male,64,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,No,IBM
4859-ZSRDZ,Female,58,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,No,IBM
5651-WYIPH,Female,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,No,IBM
9350-VLHMB,Male,67,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,No,IBM
3498-LZGQZ,Male,63,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.15,No,IBM
8785-CJSHH,Female,60,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,No,IBM
5357-TZHPP,Male,9,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,Yes,IBM
3870-SPZSI,Female,70,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,No,IBM
0680-DFNNY,Male,15,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,Yes,IBM
7560-QRBXH,Female,48,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,No,IBM
7077-XJMET,Male,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,No,IBM
8752-GHJFU,Male,71,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,No,IBM
6896-SRVYQ,Male,44,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,No,IBM
7767-UXAGJ,Male,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,Yes,IBM
4652-ODEVH,Male,45,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.45,No,IBM
6510-UPNKS,Female,23,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,No,IBM
6718-BDGHG,Female,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,No,IBM
9046-DQMTP,Male,35,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,No,IBM
6439-LAJXL,Male,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,No,IBM
1571-SAVHK,Male,12,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,Yes,IBM
9052-VKDUW,Female,65,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,No,IBM
9546-CQJSU,Female,2,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,Yes,IBM
1666-JZPZT,Male,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,No,IBM
5777-KJIRB,Female,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,No,IBM
0506-LVNGN,Female,5,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,Yes,IBM
7677-SJJJK,Male,8,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,No,IBM
2480-EJWYP,Female,58,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,No,IBM
3253-HKOKL,Female,52,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,No,IBM
7055-HNEOJ,Male,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,No,IBM
5514-YQENT,Male,41,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,No,IBM
3211-AAPKX,Male,20,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,No,IBM
8445-DNBAE,Male,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,No,IBM
2951-QOQTK,Male,4,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,Yes,IBM
2958-NHPPS,Male,23,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,No,IBM
6806-YDEUL,Female,6,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,No,IBM
1735-XMJVH,Male,8,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,No,IBM
6890-PFRQX,Male,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,No,IBM
0222-CNVPT,Male,52,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,No,IBM
5899-OUVKV,Male,31,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,No,IBM
8681-ICONS,Male,29,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,No,IBM
1621-YNCJH,Female,36,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,No,IBM
3473-XIIIT,Female,16,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,Yes,IBM
6362-QHAFM,Male,42,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,No,IBM
7893-IXHRQ,Male,1,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,Yes,IBM
3070-BDOQC,Female,60,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,No,IBM
2952-QAYZF,Male,5,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,Yes,IBM
6234-PFPXL,Male,22,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,No,IBM
9824-QCJPK,Male,36,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,No,IBM
4763-PGDPO,Female,4,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,Yes,IBM
4283-IVYCI,Male,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,No,IBM
1866-OBPNR,Male,1,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,No,IBM
8205-MQUGY,Male,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,No,IBM
8970-ANWXO,Female,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,No,IBM
9480-BQJEI,Male,62,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,No,IBM
5394-SVGJV,Male,37,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,Yes,IBM
6979-TNDEU,Female,8,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,No,IBM
9777-WJJPR,Male,31,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,No,IBM
9283-LZQOH,Male,13,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,Yes,IBM
7079-QRCBC,Female,24,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,Yes,IBM
9495-SKLKD,Male,45,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,No,IBM
6048-UWKAL,Female,69,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,No,IBM
5067-DGXLL,Male,2,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,No,IBM
5469-CTCWN,Male,61,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,Yes,IBM
9851-QXEEQ,Male,41,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,Yes,IBM
6281-FKEWS,Female,44,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,No,IBM
8898-KASCD,Male,39,No,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,No,IBM
9242-TKFSV,Male,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,No,IBM
9290-SHCMB,Female,13,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,No,IBM
0743-HNPFG,Female,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,No,IBM
2277-BKJKN,Female,71,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,No,IBM
9809-IMGCQ,Male,22,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,Yes,IBM
5208-HFSBT,Female,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,Yes,IBM
5035-PGZXH,Female,56,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,No,IBM
8695-WDYEA,Male,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,No,IBM
6543-JXSOO,Female,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,No,IBM
8016-ZMGMO,Female,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,No,IBM
8605-ITULD,Female,1,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,No,IBM
3254-YRILK,Male,19,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,Yes,IBM
6416-YJTTB,Male,11,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,No,IBM
2667-WYLWJ,Female,8,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,Yes,IBM
4472-VESGY,Female,52,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,No,IBM
3195-TQDZX,Male,3,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,No,IBM
3128-YOVTD,Female,51,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,No,IBM
0529-ONKER,Male,15,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,Yes,IBM
